microsite id,site,latitude,longitude,location,region,country,logger type,zone,tidal height (m),substrate,wave exposure,start date,end date,,,,,
BMRMUSCAPR319,USCAPR,34.02041667,-119.6866333,Prisoners Harbor,California,USA,8cm epoxy robomussel,Mid,0.46,Rocky,exposed,12/12/2004,4/5/2009,,,,,
BMRMUSCAPR320,USCAPR,34.02041667,-119.6866333,Prisoners Harbor,California,USA,8cm epoxy robomussel,Lower-Mid,0.39,Rocky,exposed,12/12/2004,4/5/2009,,,,,
BMRMUSCAPR50,USCAPR,34.02041667,-119.6866333,Prisoners Harbor,California,USA,8cm epoxy robomussel,High,1.02,Rocky,exposed,7/31/2000,9/3/2001,,,,,
BMRMUSCAPR51,USCAPR,34.02041667,-119.6866333,Prisoners Harbor,California,USA,8cm epoxy robomussel,High,1.02,Rocky,exposed,7/31/2000,5/12/2001,,,,,
BMRMUSCAPR52,USCAPR,34.02041667,-119.6866333,Prisoners Harbor,California,USA,8cm epoxy robomussel,Mid,0.46,Rocky,exposed,7/31/2000,9/3/2001,,,,,
BMRMUSCAPR53,USCAPR,34.02041667,-119.6866333,Prisoners Harbor,California,USA,8cm epoxy robomussel,Mid,0.46,Rocky,exposed,1/21/2001,9/3/2001,,,,,
BMRMUSCAPR54,USCAPR,34.02041667,-119.6866333,Prisoners Harbor,California,USA,8cm epoxy robomussel,Mid,0.46,Rocky,exposed,7/31/2000,9/3/2001,,,,,
BMRMUSCATR174,USCATR,41.06205,-124.14925,Terrace Point,California,USA,8cm epoxy robomussel,Mid,0.87,Rocky,exposed,9/2/2004,8/7/2009,,,,,
BMRMUSCATR89,USCATR,41.06205,-124.14925,Terrace Point,California,USA,8cm epoxy robomussel,Low,N/A,Rocky,exposed,9/2/2004,8/7/2009,,,,,
BMRMUSCATR91,USCATR,41.06205,-124.14925,Terrace Point,California,USA,8cm epoxy robomussel,Mid,0.87,Rocky,exposed,9/2/2004,8/7/2009,,,,,
BMRMUSCATR92,USCATR,41.06205,-124.14925,Terrace Point,California,USA,8cm epoxy robomussel,High,N/A,Rocky,exposed,9/2/2004,8/7/2009,,,,,
BMRMUSCATR93,USCATR,41.06205,-124.14925,Terrace Point,California,USA,8cm epoxy robomussel,Mid,0.87,Rocky,exposed,9/2/2004,8/7/2009,,,,,
BMRMUSCATR94,USCATR,41.06205,-124.14925,Terrace Point,California,USA,8cm epoxy robomussel,Lower-Mid,N/A,Rocky,exposed,3/4/2004,8/20/2004,,,,,
BMRMUSCATL163,USCATL,34.05165,-119.9032,Trailer,California,USA,8cm epoxy robomussel,High,0.67,Rocky,exposed,12/13/2004,12/9/2015,,,,,
BMRMUSCATL323,USCATL,34.05165,-119.9032,Trailer,California,USA,8cm epoxy robomussel,Upper-Mid,0.63,Rocky,exposed,5/30/2005,11/18/2010,,,,,
BMRMUSCATL324,USCATL,34.05165,-119.9032,Trailer,California,USA,8cm epoxy robomussel,Mid,0.53,Rocky,exposed,12/13/2004,9/24/2015,,,,,
BMRMUSCATL325,USCATL,34.05165,-119.9032,Trailer,California,USA,8cm epoxy robomussel,Lower-Mid,0.47,Rocky,exposed,12/13/2004,12/31/2010,,,,,
BMRMUSCATL326,USCATL,34.05165,-119.9032,Trailer,California,USA,8cm epoxy robomussel,Mid,0.53,Rocky,exposed,1/1/2011,9/5/2014,,,,,
BMRMUSCATL327,USCATL,34.05165,-119.9032,Trailer,California,USA,8cm epoxy robomussel,Mid,0.53,Rocky,exposed,11/19/2010,12/9/2015,,,,,
BMRMUSCATL328,USCATL,34.05165,-119.9032,Trailer,California,USA,8cm epoxy robomussel,Low,N/A,Rocky,exposed,7/12/2013,1/20/2014,,,,,
BMRMUSCATL329,USCATL,34.05165,-119.9032,Trailer,California,USA,8cm epoxy robomussel,Lower-Mid,0.47,Rocky,exposed,11/14/2012,12/9/2015,,,,,
BMRMUSCATL330,USCATL,34.05165,-119.9032,Trailer,California,USA,8cm epoxy robomussel,Mid,0.53,Rocky,exposed,11/23/2011,9/5/2014,,,,,
BMRMUSCAVD1,USCAVD,41.06205,-124.14925,Trinidad,California,USA,8cm epoxy robomussel,Mid,1.01,Rocky,exposed,4/28/2012,10/6/2013,,,,,
BMRMUSCAVD2,USCAVD,41.06205,-124.14925,Trinidad,California,USA,8cm epoxy robomussel,Mid,1.01,Rocky,exposed,4/28/2012,10/6/2013,,,,,
BMRMUSCAVL161,USCAVL,33.98366667,-119.6657667,Valley,California,USA,8cm epoxy robomussel,High,0.71,Rocky,exposed,12/12/2004,11/20/2010,,,,,
BMRMUSCAVL162,USCAVL,33.98366667,-119.6657667,Valley,California,USA,8cm epoxy robomussel,Mid,0.51,Rocky,exposed,12/12/2004,9/5/2014,,,,,
BMRMUSCAVL321,USCAVL,33.98366667,-119.6657667,Valley,California,USA,8cm epoxy robomussel,Upper-Mid,0.6,Rocky,exposed,12/12/2004,9/5/2014,,,,,
BMRMUSCAVL322,USCAVL,33.98366667,-119.6657667,Valley,California,USA,8cm epoxy robomussel,Lower-Mid,0.39,Rocky,exposed,10/7/2006,9/5/2014,,,,,
BMRMUSCAVL323,USCAVL,33.98366667,-119.6657667,Valley,California,USA,8cm epoxy robomussel,Low,N/A,Rocky,exposed,11/16/2012,9/5/2014,,,,,
BMRMUSCAVL324,USCAVL,33.98366667,-119.6657667,Valley,California,USA,8cm epoxy robomussel,Low,N/A,Rocky,exposed,11/19/2012,9/5/2014,,,,,
BMRMUSCAVL367,USCAVL,33.98366667,-119.6657667,Valley,California,USA,8cm epoxy robomussel,High,0.71,Rocky,exposed,11/21/2010,9/5/2014,,,,,
BMRMUSCAVL368,USCAVL,33.98366667,-119.6657667,Valley,California,USA,8cm epoxy robomussel,Mid,0.51,Rocky,exposed,11/21/2010,1/21/2014,,,,,
BMRMUSCAVL369,USCAVL,33.98366667,-119.6657667,Valley,California,USA,8cm epoxy robomussel,Mid,0.51,Rocky,exposed,11/21/2012,9/5/2014,,,,,
BMRMUSCAWL1,USCAWL,33.96178333,-119.75485,Willows,California,USA,8cm epoxy robomussel,High,0.39,Rocky,exposed,11/20/2011,11/25/2014,,,,,
BMRMUSCAWL152,USCAWL,33.96178333,-119.75485,Willows,California,USA,8cm epoxy robomussel,High,0.39,Rocky,exposed,5/29/2005,7/25/2010,,,,,
BMRMUSCAWL153,USCAWL,33.96178333,-119.75485,Willows,California,USA,8cm epoxy robomussel,Mid,0.15,Rocky,exposed,12/14/2004,7/25/2010,,,,,
BMRMUSCAWL154,USCAWL,33.96178333,-119.75485,Willows,California,USA,8cm epoxy robomussel,Lower-Mid,0.1,Rocky,exposed,4/23/2006,11/21/2010,,,,,
BMRMUSCAWL2,USCAWL,33.96178333,-119.75485,Willows,California,USA,8cm epoxy robomussel,Upper-Mid,0.26,Rocky,exposed,11/16/2012,7/1/2013,,,,,
BMRMUSCAWL3,USCAWL,33.96178333,-119.75485,Willows,California,USA,8cm epoxy robomussel,Mid,0.15,Rocky,exposed,1/1/2013,2/10/2014,,,,,
BMRMUSCAWL326,USCAWL,33.96178333,-119.75485,Willows,California,USA,8cm epoxy robomussel,Upper-Mid,0.26,Rocky,exposed,12/14/2004,11/21/2010,,,,,
BMRMUSCAWL371,USCAWL,33.96178333,-119.75485,Willows,California,USA,8cm epoxy robomussel,Mid,0.15,Rocky,exposed,11/22/2010,6/29/2011,,,,,
BMRMUSCAWL4,USCAWL,33.96178333,-119.75485,Willows,California,USA,8cm epoxy robomussel,Mid,0.15,Rocky,exposed,11/16/2012,11/25/2014,,,,,
BMRMUSCAWL5,USCAWL,33.96178333,-119.75485,Willows,California,USA,8cm epoxy robomussel,Mid,0.15,Rocky,exposed,11/16/2012,11/25/2014,,,,,
BMRMUSMADC500,USMADC,42.423707,-70.921884,Dorothy Cove,Massachusetts,USA,4cm shell robomussel,High,0.33,Rocky,exposed,6/25/2013,8/21/2013,,,,,
BMRMUSMANP507,USMANP,42.419968,-70.902284,East Point,Massachusetts,USA,4cm shell robomussel,Low,0.97,Rocky,protected,4/24/2014,8/18/2015,,,,,
BMRMUSMANP508,USMANP,42.419968,-70.902284,East Point,Massachusetts,USA,4cm shell robomussel,High,2.21,Rocky,exposed,1/8/2014,8/18/2015,,,,,
BMRMUSMANP509,USMANP,42.419968,-70.902284,East Point,Massachusetts,USA,4cm shell robomussel,Mid,1.07,Rocky,protected,1/8/2014,1/6/2016,,,,,
BMRMUSMANP510,USMANP,42.419968,-70.902284,East Point,Massachusetts,USA,4cm shell robomussel,High,2.21,Rocky,protected,1/8/2014,10/13/2015,,,,,
BMRMUSMANP511,USMANP,42.419968,-70.902284,East Point,Massachusetts,USA,4cm shell robomussel,Low,0.97,Rocky,exposed,1/8/2014,1/6/2016,,,,,
BMRMUSMANP512,USMANP,42.419968,-70.902284,East Point,Massachusetts,USA,4cm shell robomussel,Low,0.97,Rocky,exposed,1/8/2014,10/13/2015,,,,,
BMRMUSMANP513,USMANP,42.419968,-70.902284,East Point,Massachusetts,USA,4cm shell robomussel,High,2.21,Rocky,protected,1/8/2014,1/6/2016,,,,,
BMRMUSMANP514,USMANP,42.419968,-70.902284,East Point,Massachusetts,USA,4cm shell robomussel,High,2.21,Rocky,exposed,11/20/2014,10/13/2015,,,,,
BMRMUSMANP515,USMANP,42.419968,-70.902284,East Point,Massachusetts,USA,4cm shell robomussel,High,2.21,Rocky,protected,11/20/2014,1/6/2016,,,,,
BMRMUSMAPH400,USMAPH,42.41671,-70.90673,Pumphouse,Massachusetts,USA,4cm shell robomussel,High,2.39,Rocky,protected,7/21/2014,1/6/2016,,,,,
BMRMUSMAPH401,USMAPH,42.41663,-70.90686,Pumphouse,Massachusetts,USA,4cm shell robomussel,Low,0.97,Rocky,exposed,7/21/2014,10/13/2015,,,,,
BMRMUSMAPH402,USMAPH,42.41664,-70.90682,Pumphouse,Massachusetts,USA,4cm shell robomussel,Mid,1.73,Rocky,exposed,7/21/2014,1/6/2016,,,,,
BMRMUSMAPH525,USMAPH,42.41665,-70.90678,Pumphouse,Massachusetts,USA,4cm shell robomussel,High,2.39,Rocky,protected,7/11/2013,1/6/2016,,,,,
BMRMUSMAPH526,USMAPH,42.41671,-70.9068,Pumphouse,Massachusetts,USA,4cm shell robomussel,Low,0.97,Rocky,protected,7/21/2014,10/13/2015,,,,,
BMRMUSMAPH528,USMAPH,42.41675,-70.90671,Pumphouse,Massachusetts,USA,4cm shell robomussel,Mid,1.73,Rocky,exposed,4/24/2014,1/6/2016,,,,,
BMRMUSMAPH529,USMAPH,42.41673,-70.90636,Pumphouse,Massachusetts,USA,4cm shell robomussel,High,2.39,Rocky,exposed,4/24/2014,1/6/2016,,,,,
BMRMUSORBB1,USORBB,44.83064,-124.06005,Boiler Bay,Oregon,USA,8cm epoxy robomussel,Mid,1.27,Rocky,intermediate,4/8/2002,5/14/2002,,,,,
BMRMUSORBB10,USORBB,44.83064,-124.06005,Boiler Bay,Oregon,USA,8cm epoxy robomussel,Mid,1.27,Rocky,protected,10/16/2000,6/21/2013,,,,,
BMRMUSORBB11,USORBB,44.83064,-124.06005,Boiler Bay,Oregon,USA,8cm epoxy robomussel,Mid,1.27,Rocky,protected,10/16/2000,1/20/2015,,,,,
BMRMUSORBB12,USORBB,44.83064,-124.06005,Boiler Bay,Oregon,USA,8cm epoxy robomussel,Mid,1.27,Rocky,protected,8/4/2011,5/31/2012,,,,,
BMRMUSORBB13,USORBB,44.83064,-124.06005,Boiler Bay,Oregon,USA,8cm epoxy robomussel,High,1.63,Rocky,protected,3/6/2005,1/20/2015,,,,,
BMRMUSORBB14,USORBB,44.83064,-124.06005,Boiler Bay,Oregon,USA,8cm epoxy robomussel,Low,1.01,Rocky,protected,5/7/2004,3/31/2014,,,,,
BMRMUSORBB18,USORBB,44.83064,-124.06005,Boiler Bay,Oregon,USA,8cm epoxy robomussel,Mid,1.27,Rocky,protected,10/16/2000,10/6/2002,,,,,
BMRMUSORBB2,USORBB,44.83064,-124.06005,Boiler Bay,Oregon,USA,8cm epoxy robomussel,Mid,1.27,Rocky,intermediate,10/16/2000,1/20/2015,,,,,
BMRMUSORBB200,USORBB,44.83064,-124.06005,Boiler Bay,Oregon,USA,8cm epoxy robomussel,Mid,1.27,Rocky,exposed,5/22/2000,8/2/2006,,,,,
BMRMUSORBB3,USORBB,44.83064,-124.06005,Boiler Bay,Oregon,USA,8cm epoxy robomussel,Mid,1.27,Rocky,intermediate,10/16/2000,1/20/2015,,,,,
BMRMUSORBB4,USORBB,44.83064,-124.06005,Boiler Bay,Oregon,USA,8cm epoxy robomussel,Mid,1.27,Rocky,intermediate,4/8/2002,1/20/2015,,,,,
BMRMUSORBB5,USORBB,44.83064,-124.06005,Boiler Bay,Oregon,USA,8cm epoxy robomussel,Lower-Mid,1.16,Rocky,intermediate,4/21/2003,1/20/2015,,,,,
BMRMUSORBB50,USORBB,44.83064,-124.06005,Boiler Bay,Oregon,USA,8cm epoxy robomussel,Low,1.01,Rocky,protected,5/18/2002,10/6/2002,,,,,
BMRMUSORBB54,USORBB,44.83064,-124.06005,Boiler Bay,Oregon,USA,8cm epoxy robomussel,Low,1.01,Rocky,exposed,5/15/2002,10/6/2002,,,,,
BMRMUSORBB55,USORBB,44.83064,-124.06005,Boiler Bay,Oregon,USA,8cm epoxy robomussel,High,1.63,Rocky,protected,5/18/2002,10/6/2002,,,,,
BMRMUSORBB56,USORBB,44.83064,-124.06005,Boiler Bay,Oregon,USA,8cm epoxy robomussel,High,1.63,Rocky,exposed,5/22/2000,12/26/2002,,,,,
BMRMUSORBB57,USORBB,44.83064,-124.06005,Boiler Bay,Oregon,USA,8cm epoxy robomussel,Upper-Mid,1.47,Rocky,exposed,5/15/2002,12/26/2002,,,,,
BMRMUSORBB6,USORBB,44.83064,-124.06005,Boiler Bay,Oregon,USA,8cm epoxy robomussel,Low,1.01,Rocky,intermediate,5/6/2004,1/20/2015,,,,,
BMRMUSORBB61,USORBB,44.83064,-124.06005,Boiler Bay,Oregon,USA,8cm epoxy robomussel,High,1.63,Rocky,protected,5/23/2001,1/4/2002,,,,,
BMRMUSORBB65,USORBB,44.83064,-124.06005,Boiler Bay,Oregon,USA,8cm epoxy robomussel,High,1.63,Rocky,exposed,10/16/2000,5/23/2001,,,,,
BMRMUSORBB7,USORBB,44.83064,-124.06005,Boiler Bay,Oregon,USA,8cm epoxy robomussel,High,1.63,Rocky,intermediate,10/16/2000,1/20/2015,,,,,
BMRMUSORBB8,USORBB,44.83064,-124.06005,Boiler Bay,Oregon,USA,8cm epoxy robomussel,Upper-Mid,1.47,Rocky,intermediate,8/30/2004,3/31/2014,,,,,
BMRMUSORBB9,USORBB,44.83064,-124.06005,Boiler Bay,Oregon,USA,8cm epoxy robomussel,Mid,1.27,Rocky,protected,10/16/2000,6/18/2003,,,,,
BMRMUSORCA1014,USORCA,43.30664,-124.40235,Cape Arago,Oregon,USA,8cm epoxy robomussel,Low,0.34,Rocky,exposed,3/3/2004,8/30/2004,,,,,
BMRMUSORCA141,USORCA,43.30664,-124.40235,Cape Arago,Oregon,USA,8cm epoxy robomussel,Mid,1.31,Rocky,exposed,8/31/2004,10/21/2009,,,,,
BMRMUSORCA142,USORCA,43.30664,-124.40235,Cape Arago,Oregon,USA,8cm epoxy robomussel,Mid,1.31,Rocky,exposed,11/19/2005,5/19/2009,,,,,
BMRMUSORCA143,USORCA,43.30664,-124.40235,Cape Arago,Oregon,USA,8cm epoxy robomussel,High,1.81,Rocky,exposed,8/31/2004,5/1/2009,,,,,
BMRMUSORCA144,USORCA,43.30664,-124.40235,Cape Arago,Oregon,USA,8cm epoxy robomussel,Upper-Mid,1.5,Rocky,exposed,2/7/2005,10/21/2009,,,,,
BMRMUSORCA145,USORCA,43.30664,-124.40235,Cape Arago,Oregon,USA,8cm epoxy robomussel,Mid,1.31,Rocky,exposed,8/31/2004,10/21/2009,,,,,
BMRMUSORCA146,USORCA,43.30664,-124.40235,Cape Arago,Oregon,USA,8cm epoxy robomussel,Lower-Mid,1.22,Rocky,exposed,3/28/2004,10/21/2009,,,,,
BMRMUSORCA147,USORCA,43.30664,-124.40235,Cape Arago,Oregon,USA,8cm epoxy robomussel,Low,0.34,Rocky,exposed,11/19/2005,10/21/2009,,,,,
BMRMUSORFC1,USORFC,44.83733333,-124.05845,Fogarty Creek,Oregon,USA,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,7/11/2006,6/4/2015,,,,,
BMRMUSORFC2,USORFC,44.83733333,-124.05845,Fogarty Creek,Oregon,USA,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,7/11/2006,6/4/2015,,,,,
BMRMUSORFC2OA,USORFC,44.83733333,-124.05845,Fogarty Creek,Oregon,USA,8cm epoxy robomussel,Lower-Mid,N/A,Rocky,exposed,4/26/2013,9/22/2013,,,,,
BMRMUSORFC3,USORFC,44.83733333,-124.05845,Fogarty Creek,Oregon,USA,8cm epoxy robomussel,Mid,N/A,Rocky,exposed,3/18/2007,6/4/2015,,,,,
BMRMUSORFC4,USORFC,44.83733333,-124.05845,Fogarty Creek,Oregon,USA,8cm epoxy robomussel,Low,N/A,Rocky,exposed,7/11/2006,5/17/2014,,,,,
BMRMUSORFC5,USORFC,44.83733333,-124.05845,Fogarty Creek,Oregon,USA,8cm epoxy robomussel,Lower-Mid,N/A,Rocky,exposed,4/26/2013,9/22/2013,,,,,
BMRMUSORSH100,USORSH,44.24992,-124.11357,Strawberry Hill,Oregon,USA,8cm epoxy robomussel,High,1.61,Rocky,protected,5/24/2001,1/5/2002,,,,,
BMRMUSORSH102,USORSH,44.24992,-124.11357,Strawberry Hill,Oregon,USA,8cm epoxy robomussel,High,1.61,Rocky,protected,10/17/2000,1/5/2002,,,,,
BMRMUSORSH103,USORSH,44.24992,-124.11357,Strawberry Hill,Oregon,USA,8cm epoxy robomussel,High,1.61,Rocky,protected,5/24/2001,1/5/2002,,,,,
BMRMUSORSH104,USORSH,44.24992,-124.11357,Strawberry Hill,Oregon,USA,8cm epoxy robomussel,High,1.61,Rocky,protected,10/17/2000,5/23/2001,,,,,
BMRMUSORSH15,USORSH,44.24992,-124.11357,Strawberry Hill,Oregon,USA,8cm epoxy robomussel,Mid,1.1,Rocky,protected,5/22/2000,6/20/2013,,,,,
BMRMUSORSH16,USORSH,44.24992,-124.11357,Strawberry Hill,Oregon,USA,8cm epoxy robomussel,Mid,1.1,Rocky,protected,5/16/2002,1/20/2015,,,,,
BMRMUSORSH17,USORSH,44.24992,-124.11357,Strawberry Hill,Oregon,USA,8cm epoxy robomussel,High,1.61,Rocky,protected,5/25/2001,10/28/2014,,,,,
BMRMUSORSH18,USORSH,44.24992,-124.11357,Strawberry Hill,Oregon,USA,8cm epoxy robomussel,Mid,1.1,Rocky,protected,5/22/2000,10/28/2014,,,,,
BMRMUSORSH19,USORSH,44.24992,-124.11357,Strawberry Hill,Oregon,USA,8cm epoxy robomussel,Low,1.03,Rocky,protected,5/22/2000,10/28/2014,,,,,
BMRMUSORSH21,USORSH,44.24992,-124.11357,Strawberry Hill,Oregon,USA,8cm epoxy robomussel,Mid,1.1,Rocky,exposed,5/22/2000,10/28/2014,,,,,
BMRMUSORSH22,USORSH,44.24992,-124.11357,Strawberry Hill,Oregon,USA,8cm epoxy robomussel,Mid,1.1,Rocky,exposed,6/18/2003,10/28/2014,,,,,
BMRMUSORSH23,USORSH,44.24992,-124.11357,Strawberry Hill,Oregon,USA,8cm epoxy robomussel,Mid,1.1,Rocky,exposed,4/20/2003,3/31/2014,,,,,
BMRMUSORSH24,USORSH,44.24992,-124.11357,Strawberry Hill,Oregon,USA,8cm epoxy robomussel,High,1.61,Rocky,protected,5/7/2004,10/28/2014,,,,,
BMRMUSORSH3,USORSH,44.24992,-124.11357,Strawberry Hill,Oregon,USA,8cm epoxy robomussel,Lower-Mid,N/A,Rocky,exposed,7/13/2006,9/20/2013,,,,,
BMRMUSORSH30,USORSH,44.24992,-124.11357,Strawberry Hill,Oregon,USA,8cm epoxy robomussel,Mid,1.1,Rocky,exposed,10/17/2000,6/20/2013,,,,,
BMRMUSORSH31,USORSH,44.24992,-124.11357,Strawberry Hill,Oregon,USA,8cm epoxy robomussel,Mid,1.1,Rocky,exposed,10/17/2000,5/15/2002,,,,,
BMRMUSORSH32,USORSH,44.24992,-124.11357,Strawberry Hill,Oregon,USA,8cm epoxy robomussel,Mid,1.1,Rocky,exposed,5/22/2000,10/7/2002,,,,,
BMRMUSORSH33,USORSH,44.24992,-124.11357,Strawberry Hill,Oregon,USA,8cm epoxy robomussel,Mid,1.1,Rocky,protected,4/9/2002,5/6/2002,,,,,
BMRMUSORSH366,USORSH,44.24992,-124.11357,Strawberry Hill,Oregon,USA,8cm epoxy robomussel,Mid,1.1,Rocky,protected,5/16/2002,10/7/2002,,,,,
BMRMUSORSH367,USORSH,44.24992,-124.11357,Strawberry Hill,Oregon,USA,8cm epoxy robomussel,Low,1.03,Rocky,protected,4/20/2003,6/17/2003,,,,,
BMRMUSORSH369,USORSH,44.24992,-124.11357,Strawberry Hill,Oregon,USA,8cm epoxy robomussel,Upper-Mid,1.15,Rocky,N/A,4/20/2003,6/16/2003,,,,,
BMRMUSORSH4,USORSH,44.24992,-124.11357,Strawberry Hill,Oregon,USA,8cm epoxy robomussel,Lower-Mid,N/A,Rocky,exposed,7/14/2006,2/13/2007,,,,,
BMRMUSSCOL374,USSCOL,33.349531,-79.188833,Oyster Landing,South Carolina,USA,8cm shell robomussel,Low,N/A,Muddy,exposed,9/18/2011,1/28/2013,,,,,
BMRMUSSCOL375,USSCOL,33.349531,-79.188833,Oyster Landing,South Carolina,USA,8cm shell robomussel,Lower-Mid,N/A,Muddy,exposed,9/18/2011,1/28/2013,,,,,
BMRMUSSCOL376,USSCOL,33.349531,-79.188833,Oyster Landing,South Carolina,USA,8cm shell robomussel,Mid,N/A,Muddy,exposed,9/18/2011,1/28/2013,,,,,
BMRMUSSCOL377,USSCOL,33.349531,-79.188833,Oyster Landing,South Carolina,USA,8cm shell robomussel,Upper-Mid,N/A,Muddy,exposed,9/18/2011,1/23/2012,,,,,
BMRMUSSCOL378,USSCOL,33.349531,-79.188833,Oyster Landing,South Carolina,USA,8cm shell robomussel,High,N/A,Muddy,exposed,9/18/2011,1/22/2012,,,,,
BMRMUSWACP1,USWACP,48.45135,-122.9617833,Cattle Point,Washington,USA,8cm epoxy robomussel,Mid,1.11,Rocky,protected,4/4/2002,11/27/2014,,,,,
BMRMUSWACP1000,USWACP,48.45135,-122.9617833,Cattle Point,Washington,USA,8cm epoxy robomussel,High,2.35,Rocky,protected,10/8/2003,5/2/2004,,,,,
BMRMUSWACP1001,USWACP,48.45135,-122.9617833,Cattle Point,Washington,USA,8cm epoxy robomussel,Upper-Mid,1.18,Rocky,protected,10/8/2003,4/30/2004,,,,,
BMRMUSWACP1002,USWACP,48.45135,-122.9617833,Cattle Point,Washington,USA,8cm epoxy robomussel,Mid,1.11,Rocky,protected,10/23/2003,4/30/2004,,,,,
BMRMUSWACP1003,USWACP,48.45135,-122.9617833,Cattle Point,Washington,USA,8cm epoxy robomussel,Mid,1.11,Rocky,protected,10/23/2003,4/30/2004,,,,,
BMRMUSWACP1004,USWACP,48.45135,-122.9617833,Cattle Point,Washington,USA,8cm epoxy robomussel,Lower-Mid,0.91,Rocky,protected,10/23/2003,4/30/2004,,,,,
BMRMUSWACP105,USWACP,48.45135,-122.9617833,Cattle Point,Washington,USA,8cm epoxy robomussel,Mid,1.11,Rocky,protected,10/11/2004,11/27/2014,,,,,
BMRMUSWACP106,USWACP,48.45135,-122.9617833,Cattle Point,Washington,USA,8cm epoxy robomussel,Low,0.71,Rocky,protected,5/26/2002,1/23/2014,,,,,
BMRMUSWACP107,USWACP,48.45135,-122.9617833,Cattle Point,Washington,USA,8cm epoxy robomussel,High,2.35,Rocky,protected,5/6/2004,11/27/2014,,,,,
BMRMUSWACP2,USWACP,48.45135,-122.9617833,Cattle Point,Washington,USA,8cm epoxy robomussel,Mid,1.11,Rocky,protected,11/5/2002,11/27/2014,,,,,
BMRMUSWACP3,USWACP,48.45135,-122.9617833,Cattle Point,Washington,USA,8cm epoxy robomussel,Mid,1.11,Rocky,protected,5/26/2002,8/11/2002,,,,,
BMRMUSWACP4,USWACP,48.45135,-122.9617833,Cattle Point,Washington,USA,8cm epoxy robomussel,Mid,1.11,Rocky,protected,5/26/2002,8/15/2003,,,,,
BMRMUSWACP6,USWACP,48.45135,-122.9617833,Cattle Point,Washington,USA,8cm epoxy robomussel,Lower-Mid,0.91,Rocky,protected,5/26/2002,2/27/2003,,,,,
BMRMUSWACC1,USWACC,48.5494,-123.0059667,Colins Cove,Washington,USA,8cm epoxy robomussel,Mid,1.01,Rocky,protected,4/4/2002,12/29/2003,,,,,
BMRMUSWACC1000,USWACC,48.5494,-123.0059667,Colins Cove,Washington,USA,8cm epoxy robomussel,Mid,1.01,Rocky,protected,10/15/2003,5/2/2004,,,,,
BMRMUSWACC103,USWACC,48.5494,-123.0059667,Colins Cove,Washington,USA,8cm epoxy robomussel,High,2.11,Rocky,protected,5/27/2002,9/1/2009,,,,,
BMRMUSWACC109,USWACC,48.5494,-123.0059667,Colins Cove,Washington,USA,8cm epoxy robomussel,Upper-Mid,1.84,Rocky,protected,10/8/2003,10/6/2009,,,,,
BMRMUSWACC110,USWACC,48.5494,-123.0059667,Colins Cove,Washington,USA,8cm epoxy robomussel,Mid,1.01,Rocky,protected,5/4/2004,5/18/2010,,,,,
BMRMUSWACC129,USWACC,48.5494,-123.0059667,Colins Cove,Washington,USA,8cm epoxy robomussel,Lower-Mid,0.58,Rocky,protected,10/12/2003,5/18/2010,,,,,
BMRMUSWACC130,USWACC,48.5494,-123.0059667,Colins Cove,Washington,USA,8cm epoxy robomussel,Low,0.59,Rocky,protected,5/26/2002,5/18/2010,,,,,
BMRMUSWACC131,USWACC,48.5494,-123.0059667,Colins Cove,Washington,USA,8cm epoxy robomussel,Mid,1.01,Rocky,protected,5/6/2004,4/17/2009,,,,,
BMRMUSWACC136,USWACC,48.5494,-123.0059667,Colins Cove,Washington,USA,8cm epoxy robomussel,Mid,1.01,Rocky,protected,5/6/2004,8/22/2007,,,,,
BMRMUSWACC2,USWACC,48.5494,-123.0059667,Colins Cove,Washington,USA,8cm epoxy robomussel,Mid,1.01,Rocky,protected,4/4/2002,2/28/2003,,,,,
BMRMUSWACC3,USWACC,48.5494,-123.0059667,Colins Cove,Washington,USA,8cm epoxy robomussel,Mid,1.01,Rocky,protected,4/4/2002,5/2/2004,,,,,
BMRMUSWACC6,USWACC,48.5494,-123.0059667,Colins Cove,Washington,USA,8cm epoxy robomussel,Mid,1.01,Rocky,protected,5/26/2002,11/3/2002,,,,,
BMRMUSWALB10,USWALB,48.39381667,-124.7354833,Landing Beach,Washington,USA,8cm epoxy robomussel,Mid,1.17,Rocky,protected,6/24/2001,9/3/2001,,,,,
BMRMUSWALB11,USWALB,48.39381667,-124.7354833,Landing Beach,Washington,USA,8cm epoxy robomussel,Mid,1.17,Rocky,protected,6/24/2001,9/3/2001,,,,,
BMRMUSWALB12,USWALB,48.39381667,-124.7354833,Landing Beach,Washington,USA,8cm epoxy robomussel,Mid,1.17,Rocky,protected,6/24/2001,9/3/2001,,,,,
BMRMUSWALB13,USWALB,48.39381667,-124.7354833,Landing Beach,Washington,USA,8cm epoxy robomussel,Mid,1.17,Rocky,protected,9/4/2001,8/4/2002,,,,,
BMRMUSWALB14,USWALB,48.39381667,-124.7354833,Landing Beach,Washington,USA,8cm epoxy robomussel,Mid,1.17,Rocky,protected,9/4/2001,8/4/2002,,,,,
BMRMUSWALB15,USWALB,48.39381667,-124.7354833,Landing Beach,Washington,USA,8cm epoxy robomussel,Mid,1.17,Rocky,protected,9/4/2001,8/4/2002,,,,,
